Title,Image URL,Collection Name,Number,Price
Ultra Power #7,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/44/square.png",Ultra's Power Collection,52/52,ᕫ 1950
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,758/,ᕫ 50
Loki,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/981/square.png",Infinity Pets,5/93,ᕫ 1150
Galaxy DroidZ Arena Access Card - S1,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1832/square.png",Galaxy Droidz,11/24,ᕫ 750
The Essence Of Ultra,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/4/ultra5square.png",Ultra Originals Founders Collection,37/80,ᕫ 97770
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,326/,ᕫ 500
1st Place LOL,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1721/square.png",Arena Closed Beta,3/5,ᕫ 10000
Battle Pass,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1520/square.png",Arena Closed Beta,191/230,ᕫ 99
Ultra Goblin,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1717/square.png",Lords of Goblin Town,3/51,ᕫ 2999
Ultra Goblin,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1717/square.png",Lords of Goblin Town,10/51,ᕫ 1499
Soldier Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/22/Soldier_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,285/600,ᕫ 79
Soldier Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/22/Soldier_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,355/600,ᕫ 79
Uncommon Keycard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/392/square.png",Elarium Keycards,51/80,ᕫ 475
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,138/,ᕫ 300
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,1014/,ᕫ 40
Slay Clause,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1396/square.png",Silent Night,46/70,ᕫ 298
The Light Of Ultra,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1/ultra2square.png",Ultra Originals Founders Collection,74/80,ᕫ 2858
The Core Of Ultra,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/3/ultra4square.png",Ultra Originals Founders Collection,68/80,ᕫ 2858
The Essence Of Ultra,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/4/ultra5square.png",Ultra Originals Founders Collection,63/80,ᕫ 2858
Holly Elf,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1385/square.png",Silent Night,48/70,ᕫ 140
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,1273/,ᕫ 1000
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,259/,ᕫ 10500
Remus,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1404/square.PNG",Infinity Pets,64/150,ᕫ 500
Uniq Games Bundle,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1715/square.png",Polkastarter Giveaway,3/3,ᕫ 10000
Metal Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/35/square.png",Elemental Souls,60/100,ᕫ 1010
Hydra Dagger,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1848/square.png",Agora Genesis,73/80,ᕫ 3100
Hydra,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1427/square.jpg",Agora Genesis,85/130,ᕫ 15000
Metal Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/35/square.png",Elemental Souls,92/100,ᕫ 6000
Metal Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/35/square.png",Elemental Souls,65/100,ᕫ 5000
Air Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/31/square.png",Elemental Souls,52/100,ᕫ 6000
Air Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/31/square.png",Elemental Souls,14/100,ᕫ 5000
Project Endeavour Vs USS,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/10/project_endeavour_vs_uss_square_image.png",Welcome to the Ultraverse,25/110,ᕫ 15000
Ultra Power #2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/40/square.png",Ultra's Power Collection,2/52,ᕫ 9500
Ultra Power #2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/40/square.png",Ultra's Power Collection,26/52,ᕫ 8500
TSHIRT-U2C (CLAIMED),"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1441/square.png",F3 First Flight,30/284,ᕫ 799
Hydra Dagger,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1848/square.png",Agora Genesis,41/80,ᕫ 2000
Battle Pass,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1520/square.png",Arena Closed Beta,202/230,ᕫ 47
Ultra Power #12,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/39/square.png",Ultra's Power Collection,28/52,ᕫ 3490
Hydra Dagger,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1848/square.png",Agora Genesis,78/80,ᕫ 5770
William Skull,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1320/square.png",Bit Hotel,103/300,ᕫ 40
All-Father Christmas,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1391/square.png",Silent Night,19/70,ᕫ 512.8206
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,2088/,ᕫ 100
A Gladiator'S Pride,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1839/square.png",Gladiator's Arena,64/150,ᕫ 390
Soldier Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/22/Soldier_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,62/600,ᕫ 2000
Saint Krampus,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1393/square.png",Silent Night,16/70,ᕫ 1000
Galaxy Droid #091,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/390/square.png",Galaxy Droidz,1/1,ᕫ 18500
Santa Maige,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1392/square.png",Silent Night,6/70,ᕫ 1000
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,709/,ᕫ 999
LETSGOO,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/8/letsgoo_square_image.png",Welcome to the Ultraverse,74/110,ᕫ 3500
The Big Raffle,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1517/square.png",No More Soon,115/400,ᕫ 300
"Ready, Set, Go!","https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/6/ready_set_go_square_image.png",Welcome to the Ultraverse,35/40,ᕫ 1999
Epic Keycard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/394/square.png",Elarium Keycards,32/45,ᕫ 890
Holly Valkyrie,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1389/square.png",Silent Night,58/70,ᕫ 300
GLHF,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/9/glhf_square_image.png",Welcome to the Ultraverse,42/150,ᕫ 1199
Battle Pass,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1520/square.png",Arena Closed Beta,182/230,ᕫ 74
AstroMust Skin #3,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1733/square.png",M.U.S.T. Collection,1/1,ᕫ 7777
A Gladiator'S Pride,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1839/square.png",Gladiator's Arena,27/150,ᕫ 420
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,4327/,ᕫ 999
AstroMust Skin #60,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1790/square.png",M.U.S.T. Collection,1/1,ᕫ 1735
AstroMust Skin #59,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1789/square.png",M.U.S.T. Collection,1/1,ᕫ 1567
AstroMust Skin #58,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1788/square.png",M.U.S.T. Collection,1/1,ᕫ 1735
AstroMust Skin #57,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1787/square.png",M.U.S.T. Collection,1/1,ᕫ 1623
AstroMust Skin #56,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1786/square.png",M.U.S.T. Collection,1/1,ᕫ 1679
"Ready, Set, Go!","https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/6/ready_set_go_square_image.png",Welcome to the Ultraverse,23/40,ᕫ 20000
"Ready, Set, Go!","https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/6/ready_set_go_square_image.png",Welcome to the Ultraverse,27/40,ᕫ 20000
"Ready, Set, Go!","https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/6/ready_set_go_square_image.png",Welcome to the Ultraverse,22/40,ᕫ 19999
Power Up,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/11/power_up_square_image.png",Welcome to the Ultraverse,8/40,ᕫ 20000
Air Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/31/square.png",Elemental Souls,81/100,ᕫ 1750
Fire Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/33/square.png",Elemental Souls,31/100,ᕫ 1600
Slay Clause,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1396/square.png",Silent Night,59/70,ᕫ 400
Last Call,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1431/square.png",Ultra Games Closed Beta,248/300,ᕫ 400
Ninja Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/20/Ninja_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,176/300,ᕫ 400
Battle Pass,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1520/square.png",Arena Closed Beta,69/230,ᕫ 75
Hydra Dagger,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1848/square.png",Agora Genesis,68/80,ᕫ 4500
Ultra Power #7,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/44/square.png",Ultra's Power Collection,12/52,ᕫ 19999
Power Up,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/11/power_up_square_image.png",Welcome to the Ultraverse,12/40,ᕫ 19999
A Gladiator'S Pride,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1839/square.png",Gladiator's Arena,19/150,ᕫ 249
Holly Madonna,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1386/square.png",Silent Night,5/70,ᕫ 333
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,3776/,ᕫ 12.25
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,3569/,ᕫ 12.25
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,2128/,ᕫ 11.95
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,3291/,ᕫ 12.55
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,2851/,ᕫ 12.55
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,3410/,ᕫ 12.55
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,2079/,ᕫ 12.65
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,1917/,ᕫ 12.65
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,4150/,ᕫ 12.75
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,3990/,ᕫ 12.75
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,1972/,ᕫ 12.75
Soldier Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/22/Soldier_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,298/600,ᕫ 1000
A Gladiator'S Pride,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1839/square.png",Gladiator's Arena,1/150,ᕫ 899
TSHIRT-U2C (CLAIMED),"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1441/square.png",F3 First Flight,2/284,ᕫ 449
Monster - Cromurai,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/558/square.jpg",Koakuma - Summon of The Highlord,7/60,ᕫ 181
Earth Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/32/square.png",Elemental Souls,71/100,ᕫ 699.99
JACKET-U1N,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1437/square.png",F3 First Flight,18/356,ᕫ 420
Galaxy DroidZ Arena Access Card - S1,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1832/square.png",Galaxy Droidz,13/24,ᕫ 850
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,2842/,ᕫ 100
Access Pass #3,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/634/square.png",Ultra Retro Club,11/100,ᕫ 450
Access Pass #4,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/635/square.png",Ultra Retro Club,8/100,ᕫ 450
Hydra,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1427/square.jpg",Agora Genesis,5/130,ᕫ 8999
AstroMust Skin #54,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1784/square.png",M.U.S.T. Collection,1/1,ᕫ 6999
Ultra Power #12,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/39/square.png",Ultra's Power Collection,15/52,ᕫ 5000
Lets Go CS:GO!,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1428/square.png",Ultra Internal Masters,1/24,ᕫ 25000
M.E.M #662,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1413/square.png",Moon Eyed Mermaids,1/1,ᕫ 20000
Chimaera,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/26/square.png",Legends of Elysium,3/5,ᕫ 5000
Ultra Goblin,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1717/square.png",Lords of Goblin Town,29/51,ᕫ 3500
Arena OG II,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1716/square.png",Arena Closed Beta,5/64,ᕫ 2000
Earth Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/32/square.png",Elemental Souls,47/100,ᕫ 2500
Water Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/37/square.png",Elemental Souls,14/100,ᕫ 2500
Ultra Goblin,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1717/square.png",Lords of Goblin Town,7/51,ᕫ 1480
King Goblin,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1718/square.png",Lords of Goblin Town,1/76,ᕫ 1650
M.E.M New Year 23',"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1408/square.PNG",Moon Eyed Mermaids,11/49,ᕫ 3000
M.E.M #529,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/932/square.jpg",Moon Eyed Mermaids,1/1,ᕫ 1500
TSHIRT-U1C,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1434/square.png",F3 First Flight,25/284,ᕫ 233
Gold Banner,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/541/square.png",Gather the Banners,5/95,ᕫ 250
Gold Banner,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/541/square.png",Gather the Banners,22/95,ᕫ 250
Holly Elf,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1385/square.png",Silent Night,3/70,ᕫ 200
William Skull,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1320/square.png",Bit Hotel,21/300,ᕫ 45
Brook Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1321/square.png",Bit Hotel,8/300,ᕫ 60
Ultra Power #2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/40/square.png",Ultra's Power Collection,12/52,ᕫ 2999
Ultra Power #6,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/43/square.png",Ultra's Power Collection,33/52,ᕫ 2499
Ninja Alpha Droid,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/14/ninja_alpha_droid_square_image.png",Alpha DroidZ,238/300,ᕫ 47
Samurai Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/21/Samurai_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,332/400,ᕫ 26
Soldier Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/22/Soldier_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,75/600,ᕫ 22
Heavy Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/19/Heavy_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,60/100,ᕫ 50
Heavy Alpha Droid,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/15/heavy_alpha_droid_square_image.png",Alpha DroidZ,89/100,ᕫ 50
GGWP,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/7/ggwp_square_image.png",Welcome to the Ultraverse,52/150,ᕫ 1399
Welcome To Arena,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1518/square.png",No More Soon,68/100,ᕫ 50000
Ultra Power #13,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/49/square.png",Ultra's Power Collection,2/30,ᕫ 19900
Ultra OG #64,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/269/square.png",Ultra OG Collection,1/1,ᕫ 696969
11111100111,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1405/square.png",Ultra New Year,1261/1500,ᕫ 49
11111100111,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1405/square.png",Ultra New Year,1314/1500,ᕫ 49
11111100111,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1405/square.png",Ultra New Year,1315/1500,ᕫ 49
11111100111,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1405/square.png",Ultra New Year,1260/1500,ᕫ 49
Heavy Alpha Droid,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/15/heavy_alpha_droid_square_image.png",Alpha DroidZ,50/100,ᕫ 50
Wood Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/36/square.png",Elemental Souls,58/100,ᕫ 3299
Wood Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/36/square.png",Elemental Souls,18/100,ᕫ 3299
Lightning Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/34/square.png",Elemental Souls,4/100,ᕫ 2499
Lightning Soul,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/34/square.png",Elemental Souls,16/100,ᕫ 2499
Ultra OG #98,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/284/square.png",Ultra OG Collection,1/1,ᕫ 696969
Chaos Guardian,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/28/square.png",Legends of Elysium,5/5,ᕫ 2299
Thunderbird,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/25/square.png",Legends of Elysium,1/5,ᕫ 799
Ninja Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/20/Ninja_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,268/300,ᕫ 220
Project Endeavour Vs USS,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/10/project_endeavour_vs_uss_square_image.png",Welcome to the Ultraverse,60/110,ᕫ 10300
Battle Pass,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1520/square.png",Arena Closed Beta,41/230,ᕫ 500
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,570/,ᕫ 200
GGWP,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/7/ggwp_square_image.png",Welcome to the Ultraverse,11/150,ᕫ 1400
Galaxy DroidZ Arena Access Card - S1,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1832/square.png",Galaxy Droidz,19/24,ᕫ 2000
Galaxy DroidZ Collectors Uniq - S1,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1831/square.png",Galaxy Droidz,11/15,ᕫ 5000
All Aboard,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1519/square.png",No More Soon,1307/,ᕫ 1000
Arena OG,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1526/square.png",Arena Closed Beta,29/96,ᕫ 749
Arena OG II,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1716/square.png",Arena Closed Beta,8/64,ᕫ 659
Immortal'S Chest,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/631/square.png",Kardomance,5/9,ᕫ 2500
Ninja Alpha Droid,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/14/ninja_alpha_droid_square_image.png",Alpha DroidZ,7/300,ᕫ 59
Soldier Alpha Droid,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/12/soldier_alpha_droid_square_image.png",Alpha DroidZ,309/600,ᕫ 30
Soldier Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/22/Soldier_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,34/600,ᕫ 25
Ninja Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/20/Ninja_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,254/300,ᕫ 50
Last Call,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1431/square.png",Ultra Games Closed Beta,79/300,ᕫ 35
Last Call,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1431/square.png",Ultra Games Closed Beta,244/300,ᕫ 29
Soldier Alpha Droid,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/12/soldier_alpha_droid_square_image.png",Alpha DroidZ,93/600,ᕫ 25
King Goblin,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/1718/square.png",Lords of Goblin Town,18/76,ᕫ 950
Soldier Alpha Droid Lvl 2,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factory/22/Soldier_Alpha_Droid_Lvl_2_Square_Image.png",Alpha DroidZ,342/600,ᕫ 50
Galaxy DroidZ Arena Access Card - S1,"https://res.cloudinary.com/ultraislife/image/upload/w_256,q_auto:eco/f_auto//factorytoken/1832/square.png",Galaxy Droidz,23/24,ᕫ 2400
